Unnamed: 0,ID,Start_Time,Start_Lat,Start_Lng,City,State,Temperature(F)
2440,A-2441,2016-07-07 19:53:19,37.701366,-121.877411,Pleasanton,CA,61.0
2441,A-2442,2016-07-07 19:57:17,38.572983,-121.509033,Sacramento,CA,70.0
2442,A-2443,2016-07-07 19:56:38,38.769264,-121.24955,Roseville,CA,75.2
2443,A-2444,2016-07-07 20:14:02,38.5536,-121.690643,Davis,CA,71.6
2444,A-2445,2016-07-07 20:04:13,38.764416,-121.257477,Roseville,CA,75.2
2445,A-2446,2016-07-07 20:26:58,37.188454,-121.690323,Morgan Hill,CA,64.4
2446,A-2447,2016-07-07 20:38:17,38.660976,-121.355164,Sacramento,CA,71.6
2447,A-2448,2016-07-07 20:57:16,38.53896,-121.736794,Davis,CA,68.0
2448,A-2449,2016-07-07 21:01:10,38.608727,-121.429237,Sacramento,CA,69.8
2449,A-2450,2016-07-07 20:45:31,38.631657,-121.328201,Carmichael,CA,71.6
2450,A-2451,2016-07-07 20:55:43,38.618324,-121.268181,Rancho Cordova,CA,68.0
2451,A-2452,2016-07-07 21:02:02,38.771797,-121.251328,Roseville,CA,69.8
2452,A-2453,2016-07-07 21:07:55,39.148495,-120.901154,Colfax,CA,69.8
2453,A-2454,2016-07-07 22:06:16,38.553635,-121.473969,Sacramento,CA,64.0
2454,A-2455,2016-07-07 22:01:59,38.541199,-121.473938,Sacramento,CA,64.0
2455,A-2456,2016-07-07 22:03:50,38.524895,-121.467789,Sacramento,CA,64.0
2456,A-2457,2016-07-07 22:31:51,39.48304,-121.530563,Oroville,CA,73.0
2457,A-2458,2016-07-07 22:28:13,38.55891,-121.473495,Sacramento,CA,62.1
2458,A-2459,2016-07-07 22:11:16,38.148571,-121.261436,Lodi,CA,64.9
2459,A-2460,2016-07-07 22:10:11,37.935356,-121.234306,Stockton,CA,64.9
2460,A-2461,2016-07-07 22:29:09,38.630802,-121.216919,Rancho Cordova,CA,62.6
2461,A-2462,2016-07-07 22:47:12,37.353706,-121.911713,San Jose,CA,60.1
2462,A-2463,2016-07-07 22:56:06,38.633633,-121.500381,Sacramento,CA,64.4
2463,A-2464,2016-07-07 23:19:18,37.492752,-120.940384,Turlock,CA,70.0
2464,A-2465,2016-07-08 00:36:52,37.492752,-120.940384,Turlock,CA,64.9
2465,A-2466,2016-07-08 01:19:23,37.468521,-122.292183,Redwood City,CA,57.2
2466,A-2467,2016-07-08 02:35:02,37.421124,-122.092476,Mountain View,CA,57.9
2467,A-2468,2016-07-08 04:00:36,38.403522,-122.768776,Santa Rosa,CA,55.0
2468,A-2469,2016-07-08 08:35:06,38.496124,-121.390579,Sacramento,CA,63.0
2469,A-2470,2016-07-08 08:36:38,38.817383,-121.300316,Rocklin,CA,64.4
2470,A-2471,2016-07-08 08:54:38,37.06649,-121.219147,Hollister,CA,59.0
2471,A-2472,2016-07-08 09:16:14,38.63903,-122.769447,Healdsburg,CA,57.0
2472,A-2473,2016-07-08 09:07:29,37.486977,-121.932587,Fremont,CA,62.6
2473,A-2474,2016-07-08 09:03:06,37.06649,-121.219147,Hollister,CA,60.8
2474,A-2475,2016-07-08 09:22:23,37.664783,-122.485619,Pacifica,CA,61.0
2475,A-2476,2016-07-08 09:42:36,37.676552,-122.117531,San Lorenzo,CA,61.0
2476,A-2477,2016-07-08 09:50:12,38.004978,-122.038368,Concord,CA,64.9
2477,A-2478,2016-07-08 09:34:10,38.019093,-121.946587,Pittsburg,CA,64.9
2478,A-2479,2016-07-08 09:29:46,38.510448,-121.460121,Sacramento,CA,68.0
2479,A-2480,2016-07-08 09:23:41,38.623978,-121.417763,Sacramento,CA,64.4
2480,A-2481,2016-07-08 09:39:20,37.959751,-121.2537,Stockton,CA,69.1
2481,A-2482,2016-07-08 09:40:41,37.944038,-121.235229,Stockton,CA,69.1
2482,A-2483,2016-07-08 10:02:56,36.761383,-121.752136,Castroville,CA,59.0
2483,A-2484,2016-07-08 10:22:25,37.832573,-122.480995,Sausalito,CA,60.1
2484,A-2485,2016-07-08 10:23:38,37.717979,-121.701424,Livermore,CA,63.0
2485,A-2486,2016-07-08 10:08:54,37.001865,-121.53196,Gilroy,CA,66.2
2486,A-2487,2016-07-08 10:45:42,37.654366,-122.490746,Pacifica,CA,63.0
2487,A-2488,2016-07-08 10:35:36,37.41072800000001,-121.992172,Sunnyvale,CA,66.9
2488,A-2489,2016-07-08 10:34:19,36.593513,-121.831215,Salinas,CA,63.0
2489,A-2490,2016-07-08 11:07:03,38.529186,-121.33506,Sacramento,CA,71.6
2490,A-2491,2016-07-08 11:08:49,38.578369,-121.308044,Rancho Cordova,CA,71.6
2491,A-2492,2016-07-08 11:09:41,37.583099,-122.05013999999998,Fremont,CA,61.0
2492,A-2493,2016-07-08 11:50:07,37.545372,-122.369919,Burlingame,CA,64.0
2493,A-2494,2016-07-08 11:46:13,38.214226,-122.137756,Fairfield,CA,69.1
2494,A-2495,2016-07-08 11:49:00,38.185806,-122.135857,Fairfield,CA,69.1
2495,A-2496,2016-07-08 11:49:46,38.14579000000001,-121.371162,Lodi,CA,77.0
2496,A-2497,2016-07-08 11:58:57,37.700405,-122.471291,Daly City,CA,64.0
2497,A-2498,2016-07-08 11:58:17,37.672855,-122.467499,Daly City,CA,64.0
2498,A-2499,2016-07-08 11:59:02,37.54723,-122.37265,Burlingame,CA,64.0
2499,A-2500,2016-07-08 12:15:23,37.842594,-122.2976,Emeryville,CA,64.0
2500,A-2501,2016-07-08 12:06:31,38.003868,-122.042107,Concord,CA,73.9
2501,A-2502,2016-07-08 12:08:58,38.01071500000001,-122.017548,Concord,CA,73.9
2502,A-2503,2016-07-08 12:18:05,37.36372,-121.898003,San Jose,CA,71.1
2503,A-2504,2016-07-08 12:20:42,37.256069,-121.871117,San Jose,CA,77.0
2504,A-2505,2016-07-08 12:38:14,37.866753,-122.303642,Berkeley,CA,64.0
2505,A-2506,2016-07-08 12:54:40,37.866089,-122.303436,Berkeley,CA,64.9
2506,A-2507,2016-07-08 12:44:24,37.145508,-121.98497,Los Gatos,CA,75.0
2507,A-2508,2016-07-08 13:29:08,37.90094000000001,-122.310699,Richmond,CA,84.0
2508,A-2509,2016-07-08 13:17:59,37.331429,-121.995651,Santa Clara,CA,75.0
2509,A-2510,2016-07-08 13:34:42,38.39167,-122.529411,Glen Ellen,CA,75.2
2510,A-2511,2016-07-08 13:40:00,37.76955,-122.220985,Oakland,CA,64.9
2511,A-2512,2016-07-08 13:36:18,36.987423,-121.964951,Soquel,CA,68.0
2512,A-2513,2016-07-08 13:34:10,37.364006,-121.84346,San Jose,CA,80.6
2513,A-2514,2016-07-08 13:44:08,38.677525,-121.784035,Woodland,CA,82.4
2514,A-2515,2016-07-08 13:52:11,38.214577,-122.137947,Fairfield,CA,75.0
2515,A-2516,2016-07-08 13:47:37,36.963501,-121.990891,Santa Cruz,CA,68.0
2516,A-2517,2016-07-08 14:06:37,38.369675,-121.957893,Vacaville,CA,89.1
2517,A-2518,2016-07-08 14:09:19,36.570255,-121.750008,Salinas,CA,68.0
2518,A-2519,2016-07-08 14:12:16,37.898697,-122.515907,Mill Valley,CA,82.4
2519,A-2520,2016-07-08 14:16:21,37.781002,-122.238876,Oakland,CA,64.9
2520,A-2521,2016-07-08 14:19:41,37.777473,-122.236794,Oakland,CA,64.9
2521,A-2522,2016-07-08 14:12:47,37.36422,-121.90148899999998,San Jose,CA,75.9
2522,A-2523,2016-07-08 14:24:20,37.255215,-121.677765,San Jose,CA,80.6
2523,A-2524,2016-07-08 14:49:44,38.282982,-122.459213,Sonoma,CA,73.4
2524,A-2525,2016-07-08 14:53:24,38.606236,-121.508064,Sacramento,CA,86.0
2525,A-2526,2016-07-08 15:29:53,38.677841,-121.830353,Woodland,CA,87.8
2526,A-2527,2016-07-08 15:30:29,38.585411,-121.45063799999998,Sacramento,CA,87.1
2527,A-2528,2016-07-08 15:32:52,37.75296,-121.351753,Tracy,CA,90.0
2528,A-2529,2016-07-08 15:54:15,38.59343,-121.444771,Sacramento,CA,89.6
2529,A-2530,2016-07-08 15:57:41,38.563847,-121.636665,Davis,CA,89.6
2530,A-2531,2016-07-08 16:22:48,37.763535,-121.418747,Tracy,CA,90.0
2531,A-2532,2016-07-08 16:30:05,37.954144,-121.237701,Stockton,CA,90.0
2532,A-2533,2016-07-08 16:57:43,38.49324,-121.443115,Sacramento,CA,87.1
2533,A-2534,2016-07-08 16:44:17,38.775238,-121.261177,Rocklin,CA,91.4
2534,A-2535,2016-07-08 17:18:55,38.543072,-121.768082,Davis,CA,91.4
2535,A-2536,2016-07-08 17:41:40,37.742325,-121.530136,Tracy,CA,87.1
2536,A-2537,2016-07-08 17:42:18,37.757984,-121.453354,Tracy,CA,87.1
2537,A-2538,2016-07-08 18:20:34,37.839985,-122.2966,Emeryville,CA,66.0
2538,A-2539,2016-07-08 18:43:21,37.173901,-121.674606,Morgan Hill,CA,77.0
2539,A-2540,2016-07-08 18:44:29,37.851658,-121.282875,Lathrop,CA,86.0
2540,A-2541,2016-07-08 18:58:23,38.671066,-121.59748799999998,Sacramento,CA,87.1
2541,A-2542,2016-07-08 19:00:13,37.590881,-121.333588,Patterson,CA,89.1
2542,A-2543,2016-07-08 18:55:21,38.816654,-121.189018,Loomis,CA,91.4
2543,A-2544,2016-07-08 18:56:04,38.831398,-121.171448,Loomis,CA,91.4
2544,A-2545,2016-07-08 19:14:35,37.409012,-121.878883,San Jose,CA,73.4
2545,A-2546,2016-07-08 19:14:55,38.551689,-121.699516,Davis,CA,84.2
2546,A-2547,2016-07-08 19:10:55,37.77002,-121.328255,Tracy,CA,86.0
2547,A-2548,2016-07-08 19:22:33,37.636875,-122.439697,South San Francisco,CA,62.1
2548,A-2549,2016-07-08 19:21:19,37.491714,-121.919075,Fremont,CA,71.1
2549,A-2550,2016-07-08 19:30:29,37.803082,-122.232086,Oakland,CA,62.1
2550,A-2551,2016-07-08 19:37:15,38.287922,-121.31015,Galt,CA,78.1
2551,A-2552,2016-07-08 19:52:35,38.636765,-121.494476,Sacramento,CA,82.4
2552,A-2553,2016-07-08 20:07:57,38.719727,-121.295792,Citrus Heights,CA,80.6
2553,A-2554,2016-07-08 20:26:25,38.560318,-121.480171,Sacramento,CA,73.0
2554,A-2555,2016-07-08 20:22:46,38.553616,-121.474228,Sacramento,CA,78.1
2555,A-2556,2016-07-08 20:28:29,37.762657,-121.439911,Tracy,CA,73.0
2556,A-2557,2016-07-08 20:53:49,38.673672,-121.728584,Woodland,CA,75.9
2557,A-2558,2016-07-08 21:02:05,38.641285,-121.471451,Sacramento,CA,77.0
2558,A-2559,2016-07-08 20:56:18,38.663132,-121.382828,North Highlands,CA,77.0
2559,A-2560,2016-07-08 20:47:27,37.980366,-121.256676,Stockton,CA,73.0
2560,A-2561,2016-07-08 21:04:40,37.900803,-121.221169,Stockton,CA,73.0
2561,A-2562,2016-07-08 21:03:22,38.95930900000001,-121.096184,Auburn,CA,78.8
2562,A-2563,2016-07-08 20:58:28,39.181824,-121.056892,Grass Valley,CA,71.6
2563,A-2564,2016-07-08 21:01:11,38.645725,-121.37854,North Highlands,CA,77.0
2564,A-2565,2016-07-08 21:54:08,37.53479,-122.278732,San Mateo,CA,60.8
2565,A-2566,2016-07-08 21:46:36,37.599125,-122.214806,San Mateo,CA,60.8
2566,A-2567,2016-07-08 21:45:35,38.55471,-121.687317,Davis,CA,71.6
2567,A-2568,2016-07-08 22:09:10,38.627026,-121.401451,Sacramento,CA,71.6
2568,A-2569,2016-07-08 22:26:07,38.38042100000001,-121.477669,Elk Grove,CA,68.0
2569,A-2570,2016-07-08 22:33:23,38.474388,-121.408821,Sacramento,CA,68.0
2570,A-2571,2016-07-08 22:52:56,37.399391,-122.030724,Sunnyvale,CA,64.0
2571,A-2572,2016-07-08 22:46:21,38.606709,-121.38298,Sacramento,CA,69.8
2572,A-2573,2016-07-08 22:53:15,38.660831,-121.337288,Sacramento,CA,69.8
2573,A-2574,2016-07-08 23:12:17,38.679607,-121.951889,Woodland,CA,66.2
2574,A-2575,2016-07-08 23:11:44,38.952015,-121.274506,Lincoln,CA,73.4
2575,A-2576,2016-07-08 23:17:54,39.131107,-121.044655,Grass Valley,CA,66.2
2576,A-2577,2016-07-08 23:39:31,38.563335,-121.638611,Davis,CA,66.2
2577,A-2578,2016-07-08 23:55:21,37.056789,-120.970146,Los Banos,CA,72.0
2578,A-2579,2016-07-09 00:14:08,37.631477,-122.084183,Hayward,CA,61.0
2579,A-2580,2016-07-09 00:39:17,38.466991,-122.816147,Santa Rosa,CA,60.1
2580,A-2581,2016-07-09 00:34:44,37.472118,-122.204514,Menlo Park,CA,69.8
2581,A-2582,2016-07-09 00:32:19,38.269787,-121.302544,Galt,CA,64.0
2582,A-2583,2016-07-09 00:52:41,37.94122700000001,-121.234596,Stockton,CA,64.0
2583,A-2584,2016-07-09 01:45:56,38.042713,-122.241486,Crockett,CA,64.0
2584,A-2585,2016-07-09 03:05:37,38.018745,-121.94288600000002,Pittsburg,CA,64.0
2585,A-2586,2016-07-09 03:54:32,38.042713,-122.241486,Crockett,CA,63.0
2586,A-2587,2016-07-09 05:04:53,37.921417,-122.338692,Richmond,CA,62.1
2587,A-2588,2016-07-09 05:44:18,38.318104,-122.481613,Sonoma,CA,57.2
2588,A-2589,2016-07-09 05:45:58,37.495079,-122.229012,Redwood City,CA,62.6
2589,A-2590,2016-07-09 05:44:47,37.250488,-121.906227,San Jose,CA,64.4
2590,A-2591,2016-07-09 06:10:27,37.503426,-122.244423,San Carlos,CA,62.6
2591,A-2592,2016-07-09 07:28:14,38.143688,-121.260704,Lodi,CA,68.0
2592,A-2593,2016-07-09 07:43:50,37.824085,-122.267754,Oakland,CA,63.0
2593,A-2594,2016-07-09 07:43:50,37.48357,-121.936707,Fremont,CA,69.8
2594,A-2595,2016-07-09 08:37:58,38.178326,-120.92382,Valley Springs,CA,73.4
2595,A-2596,2016-07-09 07:43:50,37.49625800000001,-122.23317,Redwood City,CA,62.6
2596,A-2597,2016-07-09 07:43:50,38.11743900000001,-122.288879,Vallejo,CA,63.0
2597,A-2598,2016-07-09 07:43:50,37.33442700000001,-121.936485,San Jose,CA,66.0
2598,A-2599,2016-07-09 10:21:57,37.953571,-121.309471,Stockton,CA,77.0
2599,A-2600,2016-07-09 07:43:50,37.943432,-122.480415,San Quentin,CA,62.6
2600,A-2601,2016-07-09 07:43:50,37.920879,-122.317947,El Cerrito,CA,66.0
2601,A-2602,2016-07-09 11:59:22,37.955875,-121.318451,Stockton,CA,80.1
2602,A-2603,2016-07-09 07:43:50,37.32465,-121.900444,San Jose,CA,66.0
2603,A-2604,2016-07-09 12:26:16,37.740681,-121.504189,Tracy,CA,82.9
2604,A-2605,2016-07-09 12:27:25,37.752041,-121.467834,Tracy,CA,79.0
2605,A-2606,2016-07-09 07:43:50,37.998032,-121.806084,Antioch,CA,66.0
2606,A-2607,2016-07-09 07:43:50,37.838181,-122.296638,Emeryville,CA,63.0
2607,A-2608,2016-07-09 14:34:02,37.78323,-121.215897,Manteca,CA,84.0
2608,A-2609,2016-07-09 15:27:07,38.605663,-121.408806,Sacramento,CA,84.2
2609,A-2610,2016-07-09 17:36:32,37.764133,-121.414734,Tracy,CA,80.1
2610,A-2611,2016-07-09 18:29:18,38.641293,-121.456917,Sacramento,CA,77.0
2611,A-2612,2016-07-09 20:23:15,37.632736,-122.437729,San Bruno,CA,61.0
2612,A-2613,2016-07-09 20:10:19,37.776272,-122.16421499999998,Oakland,CA,64.0
2613,A-2614,2016-07-09 20:16:57,37.420315,-121.939934,San Jose,CA,66.9
2614,A-2615,2016-07-09 20:07:47,37.74055900000001,-121.58578500000002,Tracy,CA,64.9
2615,A-2616,2016-07-09 20:56:50,37.771893,-122.156456,Oakland,CA,62.1
2616,A-2617,2016-07-09 21:02:24,37.687485,-122.133484,San Leandro,CA,62.1
2617,A-2618,2016-07-09 20:58:59,37.68935,-122.105194,Hayward,CA,62.1
2618,A-2619,2016-07-09 20:56:01,37.709633,-122.074043,Castro Valley,CA,62.1
2619,A-2620,2016-07-09 20:55:22,37.926357,-122.060768,Walnut Creek,CA,64.9
2620,A-2621,2016-07-09 20:54:29,37.179729,-121.994476,Los Gatos,CA,64.0
2621,A-2622,2016-07-09 21:00:02,37.76005900000001,-121.965576,San Ramon,CA,61.0
2622,A-2623,2016-07-09 20:57:31,37.700802,-121.92276,Pleasanton,CA,61.0
2623,A-2624,2016-07-09 21:13:07,38.01852,-121.329941,Stockton,CA,66.0
2624,A-2625,2016-07-09 21:31:21,38.210583,-122.6007,Petaluma,CA,57.2
2625,A-2626,2016-07-09 21:33:01,37.632198,-122.109955,Hayward,CA,61.0
2626,A-2627,2016-07-09 21:31:24,38.623978,-121.417763,Sacramento,CA,66.2
2627,A-2628,2016-07-09 21:29:47,38.02541400000001,-121.33725,Stockton,CA,64.0
2628,A-2629,2016-07-09 21:34:40,37.627132,-122.430923,San Bruno,CA,59.0
2629,A-2630,2016-07-09 23:21:45,37.723633,-121.919029,Dublin,CA,57.9
2630,A-2631,2016-07-10 00:24:35,37.391258,-121.995895,Sunnyvale,CA,57.9
2631,A-2632,2016-07-10 01:19:30,37.341419,-121.853584,San Jose,CA,55.4
2632,A-2633,2016-07-10 02:37:09,37.703419,-122.125938,San Leandro,CA,57.9
2633,A-2634,2016-07-10 03:14:46,37.670364,-122.480728,Daly City,CA,57.9
2634,A-2635,2016-07-10 03:15:57,37.60012800000001,-122.37686200000002,Burlingame,CA,57.9
2635,A-2636,2016-07-10 02:55:58,37.295403,-122.084259,Cupertino,CA,57.0
2636,A-2637,2016-07-10 04:50:24,37.992416,-122.125092,Martinez,CA,57.0
2637,A-2638,2016-07-10 04:48:49,37.627369,-122.081245,Hayward,CA,59.0
2638,A-2639,2016-07-10 05:40:52,38.551579,-122.650543,Calistoga,CA,50.0
2639,A-2640,2016-07-10 05:36:39,37.545372,-122.369919,Burlingame,CA,55.9
2640,A-2641,2016-07-10 05:38:27,38.017426,-121.990463,Concord,CA,57.0
2641,A-2642,2016-07-10 05:37:53,37.395493,-121.907631,San Jose,CA,55.9
2642,A-2643,2016-07-10 06:24:56,37.325253,-122.003769,Santa Clara,CA,57.0
2643,A-2644,2016-07-10 06:24:17,38.012596,-122.002274,Concord,CA,57.9
2644,A-2645,2016-07-10 07:27:27,37.635864,-122.403801,South San Francisco,CA,60.1
2645,A-2646,2016-07-10 08:50:56,38.111835,-121.39576,Lodi,CA,66.0
2646,A-2647,2016-07-10 07:27:27,37.808498,-122.366852,San Francisco,CA,61.0
2647,A-2648,2016-07-10 07:27:27,37.483288,-122.18074,Menlo Park,CA,60.8
2648,A-2649,2016-07-10 07:27:27,37.258453,-121.964211,Los Gatos,CA,62.1
2649,A-2650,2016-07-10 07:27:27,38.182751,-122.134422,Fairfield,CA,55.9
2650,A-2651,2016-07-10 07:27:27,37.492859,-121.948601,Fremont,CA,60.8
2651,A-2652,2016-07-10 11:16:36,37.953499,-121.270973,Stockton,CA,73.0
2652,A-2653,2016-07-10 11:15:17,38.18920900000001,-121.260902,Acampo,CA,73.0
2653,A-2654,2016-07-10 07:27:27,37.252102,-121.677353,San Jose,CA,62.6
2654,A-2655,2016-07-10 07:27:27,37.769375,-122.405533,San Francisco,CA,60.1
2655,A-2656,2016-07-10 12:47:50,37.896225,-122.636688,Mill Valley,CA,78.8
2656,A-2657,2016-07-10 13:08:09,38.664715,-121.355934,Sacramento,CA,77.0
2657,A-2658,2016-07-10 12:47:50,37.838181,-122.296638,Emeryville,CA,71.1
2658,A-2659,2016-07-10 12:47:50,37.631477,-122.084183,Hayward,CA,71.1
2659,A-2660,2016-07-10 12:47:50,37.866753,-122.303642,Berkeley,CA,71.1
2660,A-2661,2016-07-10 18:07:02,38.585968,-121.556419,West Sacramento,CA,84.9
2661,A-2662,2016-07-10 20:10:18,37.828934,-122.29377,Oakland,CA,68.0
2662,A-2663,2016-07-10 20:48:08,37.353039,-122.107246,Los Altos,CA,66.9
2663,A-2664,2016-07-10 20:33:27,37.790085,-121.289642,Lathrop,CA,75.0
2664,A-2665,2016-07-10 20:50:00,37.701363,-121.849533,Pleasanton,CA,70.0
2665,A-2666,2016-07-10 21:15:27,37.627132,-122.430923,San Bruno,CA,61.0
2666,A-2667,2016-07-10 21:19:46,37.686726,-122.130112,San Lorenzo,CA,64.0
2667,A-2668,2016-07-10 22:50:37,38.451542,-122.670639,Santa Rosa,CA,64.9
2668,A-2669,2016-07-11 00:13:19,37.507908,-121.968262,Fremont,CA,57.2
2669,A-2670,2016-07-11 01:12:19,38.396603000000006,-122.694054,Santa Rosa,CA,63.0
2670,A-2671,2016-07-11 01:11:41,37.460377,-122.140938,Palo Alto,CA,57.2
2671,A-2672,2016-07-11 02:12:12,37.801285,-122.424591,San Francisco,CA,62.1
2672,A-2673,2016-07-11 02:11:34,37.602505,-122.379791,Millbrae,CA,57.9
2673,A-2674,2016-07-11 02:10:05,37.785709,-122.244514,Oakland,CA,62.1
2674,A-2675,2016-07-11 02:43:11,37.386364,-122.264389,Redwood City,CA,59.0
2675,A-2676,2016-07-11 02:49:53,37.294685,-121.81015,San Jose,CA,59.0
2676,A-2677,2016-07-11 03:51:34,38.63903,-122.769447,Healdsburg,CA,55.0
2677,A-2678,2016-07-11 05:06:40,37.132393,-121.633835,Morgan Hill,CA,53.6
2678,A-2679,2016-07-11 06:07:57,38.216373,-122.603455,Petaluma,CA,51.8
2679,A-2680,2016-07-11 08:46:35,38.353054,-122.331436,Napa,CA,66.0
2680,A-2681,2016-07-11 08:00:27,37.759052,-122.028397,Castro Valley,CA,64.9
2681,A-2682,2016-07-11 08:42:03,37.320629,-121.995506,San Jose,CA,68.0
2682,A-2683,2016-07-11 08:10:13,37.867481,-121.63839,Byron,CA,63.0
2683,A-2684,2016-07-11 08:31:07,37.74055900000001,-121.58578500000002,Tracy,CA,68.0
2684,A-2685,2016-07-11 08:29:23,36.98832700000001,-121.384308,Hollister,CA,60.8
2685,A-2686,2016-07-11 08:20:00,38.817383,-121.300316,Rocklin,CA,66.2
2686,A-2687,2016-07-11 09:28:48,37.281792,-121.808235,San Jose,CA,73.4
2687,A-2688,2016-07-11 09:12:46,36.780392,-121.777779,Castroville,CA,59.0
2688,A-2689,2016-07-11 09:47:43,38.453529,-122.622757,Santa Rosa,CA,73.0
2689,A-2690,2016-07-11 10:10:31,38.021603000000006,-122.539131,San Rafael,CA,73.4
2690,A-2691,2016-07-11 09:57:32,37.656044,-122.406677,South San Francisco,CA,64.0
2691,A-2692,2016-07-11 10:05:22,37.688808,-122.39070900000002,Brisbane,CA,64.0
2692,A-2693,2016-07-11 09:56:39,37.59034000000001,-122.361519,Burlingame,CA,64.0
2693,A-2694,2016-07-11 10:06:45,37.546719,-122.022758,Fremont,CA,68.0
2694,A-2695,2016-07-11 09:43:17,37.303005,-121.816765,San Jose,CA,73.4
2695,A-2696,2016-07-11 10:06:56,38.686363,-121.33287,Sacramento,CA,73.4
2696,A-2697,2016-07-11 09:35:13,38.788437,-121.222595,Rocklin,CA,71.6
2697,A-2698,2016-07-11 10:27:00,37.358383,-121.906975,San Jose,CA,78.1
2698,A-2699,2016-07-11 10:16:51,38.661823,-121.536583,Sacramento,CA,73.9
2699,A-2700,2016-07-11 10:44:42,37.483288,-122.18074,Menlo Park,CA,73.4
2700,A-2701,2016-07-11 10:27:52,37.495384,-121.923294,Fremont,CA,75.0
2701,A-2702,2016-07-11 10:55:47,37.838181,-122.296638,Emeryville,CA,69.1
2702,A-2703,2016-07-11 11:07:38,37.726044,-121.10331,Salida,CA,79.0
2703,A-2704,2016-07-11 11:02:42,37.722588,-121.100273,Salida,CA,79.0
2704,A-2705,2016-07-11 11:20:07,37.993298,-122.301949,Pinole,CA,79.0
2705,A-2706,2016-07-11 11:27:22,37.386368,-122.040916,Sunnyvale,CA,77.0
2706,A-2707,2016-07-11 11:25:24,37.317062,-121.94059,San Jose,CA,79.0
2707,A-2708,2016-07-11 11:43:48,38.468472,-123.008751,Monte Rio,CA,80.1
2708,A-2709,2016-07-11 11:44:36,36.963772,-121.98735,Santa Cruz,CA,72.0
2709,A-2710,2016-07-11 11:33:50,37.303005,-121.816765,San Jose,CA,80.6
2710,A-2711,2016-07-11 11:49:10,37.296665,-121.810623,San Jose,CA,80.6
2711,A-2712,2016-07-11 12:22:21,37.967606,-122.519264,San Rafael,CA,78.8
2712,A-2713,2016-07-11 12:04:56,37.35236,-121.968605,Santa Clara,CA,79.0
2713,A-2714,2016-07-11 12:26:37,37.119289,-121.626114,Morgan Hill,CA,84.2
2714,A-2715,2016-07-11 12:52:50,36.744347,-121.691399,Salinas,CA,66.9
2715,A-2716,2016-07-11 12:52:01,37.088932,-121.59922,San Martin,CA,84.2
2716,A-2717,2016-07-11 12:52:20,38.641293,-121.456917,Sacramento,CA,82.4
2717,A-2718,2016-07-11 13:01:36,38.505798,-121.242477,Elk Grove,CA,84.0
2718,A-2719,2016-07-11 13:34:32,37.862591,-122.209557,Orinda,CA,89.1
2719,A-2720,2016-07-11 13:27:06,37.785339,-122.192429,Oakland,CA,71.1
2720,A-2721,2016-07-11 13:49:24,37.695385,-122.073692,Castro Valley,CA,75.9
2721,A-2722,2016-07-11 14:06:36,37.500111,-121.928589,Fremont,CA,75.9
2722,A-2723,2016-07-11 14:17:39,37.590656,-122.242973,San Mateo,CA,78.8
2723,A-2724,2016-07-11 14:41:07,37.63975900000001,-121.884644,Pleasanton,CA,90.0
2724,A-2725,2016-07-11 14:43:57,39.364655,-121.607895,Oroville,CA,87.1
2725,A-2726,2016-07-11 14:54:14,38.449287,-122.725983,Santa Rosa,CA,82.9
2726,A-2727,2016-07-11 14:55:49,38.578968,-121.415405,Sacramento,CA,87.8
2727,A-2728,2016-07-11 14:53:50,39.1982,-121.011093,Grass Valley,CA,78.8
2728,A-2729,2016-07-11 17:05:11,37.83596,-122.476982,Sausalito,CA,64.9
2729,A-2730,2016-07-11 18:55:18,37.722935,-121.648521,Livermore,CA,78.1
2730,A-2731,2016-07-11 19:24:58,38.470619,-122.729507,Santa Rosa,CA,73.0
2731,A-2732,2016-07-11 19:27:15,38.146427,-122.216576,Vallejo,CA,72.0
2732,A-2733,2016-07-11 19:26:40,37.640194,-122.090424,Hayward,CA,64.0
2733,A-2734,2016-07-11 21:21:23,37.396908,-120.631355,Winton,CA,73.4
2734,A-2735,2016-07-11 21:37:45,37.620621,-120.541679,La Grange,CA,75.2
2735,A-2736,2016-07-11 22:01:42,37.053673,-120.966621,Los Banos,CA,78.1
2736,A-2737,2016-07-11 22:19:20,39.016598,-122.059464,Arbuckle,CA,72.0
2737,A-2738,2016-07-11 23:23:22,38.651924,-121.390404,North Highlands,CA,71.6
2738,A-2739,2016-07-11 23:37:37,38.657333,-121.363838,Sacramento,CA,69.8
2739,A-2740,2016-07-12 00:02:35,36.841221,-121.508652,San Juan Bautista,CA,55.4
2740,A-2741,2016-07-12 00:03:33,37.452118,-122.126907,Palo Alto,CA,57.2
2741,A-2742,2016-07-12 00:36:01,39.07122,-122.781998,Lucerne,CA,60.1
2742,A-2743,2016-07-12 00:46:29,38.429764,-122.728889,Santa Rosa,CA,55.9
2743,A-2744,2016-07-12 00:49:44,38.429764,-122.728889,Santa Rosa,CA,55.9
2744,A-2745,2016-07-12 00:46:28,38.342995,-122.006767,Vacaville,CA,70.0
2745,A-2746,2016-07-12 01:29:11,37.804214,-122.233566,Oakland,CA,57.9
2746,A-2747,2016-07-12 01:08:07,37.415623,-121.913193,Milpitas,CA,60.1
2747,A-2748,2016-07-12 01:38:54,37.997257,-122.286766,Pinole,CA,61.0
2748,A-2749,2016-07-12 01:57:58,38.446655,-122.196915,Napa,CA,57.0
